time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
1946-03-27T00:00:00,153.3,12.0,热带风暴(TS),9,23,,,,,,,
1946-03-27T06:00:00,152.5,12.5,强热带风暴(STS),10,28,,,,,,,
1946-03-27T12:00:00,152.0,12.5,台风(TY),12,35,,,,,,,
1946-03-27T18:00:00,151.5,12.5,台风(TY),12,35,,,,,,,
1946-03-28T00:00:00,151.1,12.6,台风(TY),12,35,,,,,,,
1946-03-28T06:00:00,150.6,12.7,强台风(STY),14,46,,,,,,,
1946-03-28T12:00:00,150.2,12.8,超强台风(Super TY),16,51,,,,,,,
1946-03-28T18:00:00,149.9,12.9,强台风(STY),15,48,,,,,,,
1946-03-29T00:00:00,149.5,12.7,强台风(STY),14,43,,,,,,,
1946-03-29T06:00:00,148.8,11.3,强台风(STY),14,43,,,,,,,
1946-03-29T12:00:00,147.3,11.3,台风(TY),13,41,,,,,,,
1946-03-29T18:00:00,145.7,11.8,台风(TY),13,38,,,,,,,
1946-03-30T00:00:00,144.2,12.1,台风(TY),12,35,,,,,,,
1946-03-30T06:00:00,143.0,12.4,台风(TY),13,38,,,,,,,
1946-03-30T12:00:00,141.9,12.8,台风(TY),13,41,,,,,,,
1946-03-30T18:00:00,140.4,13.2,强台风(STY),14,43,,,,,,,
1946-03-31T00:00:00,139.2,13.6,强台风(STY),14,46,,,,,,,
1946-03-31T06:00:00,138.1,14.0,强台风(STY),14,46,,,,,,,
1946-03-31T12:00:00,137.0,14.3,强台风(STY),14,46,,,,,,,
1946-03-31T18:00:00,135.9,14.6,强台风(STY),14,46,,,,,,,
1946-04-01T00:00:00,134.8,14.9,强台风(STY),14,46,,,,,,,
1946-04-01T06:00:00,133.6,15.1,强台风(STY),14,46,,,,,,,
1946-04-01T12:00:00,132.4,15.3,强台风(STY),14,43,,,,,,,
1946-04-01T18:00:00,131.2,15.5,强台风(STY),14,43,,,,,,,
1946-04-02T00:00:00,129.9,15.7,台风(TY),13,41,,,,,,,
1946-04-02T06:00:00,128.8,15.9,台风(TY),13,41,,,,,,,
1946-04-02T12:00:00,127.8,16.0,台风(TY),13,38,,,,,,,
1946-04-02T18:00:00,126.8,16.2,台风(TY),13,38,,,,,,,
1946-04-03T00:00:00,125.9,16.3,台风(TY),13,38,,,,,,,
1946-04-03T06:00:00,125.0,16.4,台风(TY),13,38,,,,,,,
1946-04-03T12:00:00,124.2,16.5,台风(TY),13,38,,,,,,,
1946-04-03T18:00:00,123.3,16.6,台风(TY),13,38,,,,,,,
1946-04-04T00:00:00,122.5,16.8,台风(TY),13,38,,,,,,,
1946-04-04T06:00:00,121.5,17.4,台风(TY),12,35,,,,,,,
1946-04-04T12:00:00,120.9,18.1,台风(TY),12,33,,,,,,,
1946-04-04T18:00:00,120.4,19.1,台风(TY),12,33,,,,,,,
1946-04-05T00:00:00,120.1,20.0,台风(TY),12,33,,,,,,,
1946-04-05T06:00:00,121.0,21.5,强热带风暴(STS),11,30,,,,,,,
1946-04-05T12:00:00,121.8,22.5,强热带风暴(STS),10,28,,,,,,,
1946-04-05T18:00:00,123.0,23.4,强热带风暴(STS),10,28,,,,,,,
1946-04-06T00:00:00,124.0,24.0,强热带风暴(STS),10,25,,,,,,,
1946-04-06T06:00:00,125.8,24.0,热带风暴(TS),8,20,,,,,,,
1946-04-06T12:00:00,127.7,23.0,热带风暴(TS),8,20,,,,,,,
1946-04-06T18:00:00,130.5,23.5,热带低压(TD),7,15,,,,,,,
1946-04-07T00:00:00,132.0,23.8,热带低压(TD),6,12,,,,,,,
