time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
1978-12-31T14:00:00,174.0,2.0,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1978-12-31T20:00:00,172.6,2.1,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1979-01-01T02:00:00,171.6,2.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1979-01-01T08:00:00,171.0,3.0,热带风暴(TS),8,20,,,998,,,,,,,,,,,,,,,,,
1979-01-01T14:00:00,170.1,3.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1979-01-01T20:00:00,169.6,4.4,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1979-01-02T02:00:00,169.1,5.0,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1979-01-02T08:00:00,168.7,5.3,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1979-01-02T14:00:00,168.0,5.6,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1979-01-02T20:00:00,167.7,6.1,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1979-01-03T02:00:00,168.0,6.6,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1979-01-03T08:00:00,168.3,7.3,强热带风暴(STS),10,25,,,984,,,,,,,,,,,,,,,,,
1979-01-03T14:00:00,168.0,8.0,强热带风暴(STS),10,25,,,984,,,,,,,,,,,,,,,,,
1979-01-03T20:00:00,168.2,8.5,强热带风暴(STS),10,25,,,984,,,,,,,,,,,,,,,,,
1979-01-04T02:00:00,168.3,9.0,强热带风暴(STS),10,25,,,984,,,,,,,,,,,,,,,,,
1979-01-04T08:00:00,167.9,9.2,强热带风暴(STS),10,25,,,982,,,,,,,,,,,,,,,,,
1979-01-04T14:00:00,167.3,9.3,强热带风暴(STS),11,30,,,982,,,,,,,,,,,,,,,,,
1979-01-04T20:00:00,166.7,9.3,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1979-01-05T02:00:00,165.9,9.5,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1979-01-05T08:00:00,165.1,9.6,强热带风暴(STS),11,30,,,975,,,,,,,,,,,,,,,,,
1979-01-05T14:00:00,164.2,9.7,强热带风暴(STS),11,30,,,975,,,,,,,,,,,,,,,,,
1979-01-05T20:00:00,163.4,9.8,强热带风暴(STS),11,30,,,969,,,,,,,,,,,,,,,,,
1979-01-06T02:00:00,162.6,10.4,强热带风暴(STS),11,30,,,967,,,,,,,,,,,,,,,,,
1979-01-06T08:00:00,161.6,11.2,强热带风暴(STS),11,30,,,964,,,,,,,,,,,,,,,,,
1979-01-06T14:00:00,160.4,12.0,台风(TY),12,35,,,962,,,,,,,,,,,,,,,,,
1979-01-06T20:00:00,159.5,12.1,台风(TY),12,35,,,961,,,,,,,,,,,,,,,,,
1979-01-07T02:00:00,158.5,12.2,台风(TY),12,35,,,958,,,,,,,,,,,,,,,,,
1979-01-07T08:00:00,157.6,12.3,台风(TY),13,40,,,950,,,,,,,,,,,,,,,,,
1979-01-07T14:00:00,156.5,12.4,台风(TY),13,40,,,948,,,,,,,,,,,,,,,,,
1979-01-07T20:00:00,155.3,12.5,强台风(STY),14,45,,,940,,,,,,,,,,,,,,,,,
1979-01-08T02:00:00,154.0,12.2,强台风(STY),15,50,,,928,,,,,,,,,,,,,,,,,
1979-01-08T08:00:00,152.9,12.1,强台风(STY),15,50,,,930,,,,,,,,,,,,,,,,,
1979-01-08T14:00:00,151.5,12.0,强台风(STY),15,50,,,935,,,,,,,,,,,,,,,,,
1979-01-08T20:00:00,150.3,12.0,强台风(STY),14,45,,,945,,,,,,,,,,,,,,,,,
1979-01-09T02:00:00,149.0,11.9,强台风(STY),14,45,,,957,,,,,,,,,,,,,,,,,
1979-01-09T08:00:00,147.8,11.9,强台风(STY),14,45,,,960,,,,,,,,,,,,,,,,,
1979-01-09T14:00:00,146.7,12.1,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,,
1979-01-09T20:00:00,145.3,12.1,台风(TY),13,40,,,970,,,,,,,,,,,,,,,,,
1979-01-10T02:00:00,144.2,11.9,台风(TY),13,40,,,970,,,,,,,,,,,,,,,,,
1979-01-10T08:00:00,142.8,12.0,台风(TY),13,40,,,970,,,,,,,,,,,,,,,,,
1979-01-10T14:00:00,141.5,12.2,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,,
1979-01-10T20:00:00,140.3,12.3,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1979-01-11T02:00:00,139.1,12.4,台风(TY),13,40,,,950,,,,,,,,,,,,,,,,,
1979-01-11T08:00:00,138.7,12.5,强台风(STY),14,45,,,945,,,,,,,,,,,,,,,,,
1979-01-11T14:00:00,138.1,12.7,强台风(STY),14,45,,,941,,,,,,,,,,,,,,,,,
1979-01-11T20:00:00,137.6,13.0,强台风(STY),14,45,,,938,,,,,,,,,,,,,,,,,
1979-01-12T02:00:00,137.2,13.5,强台风(STY),14,45,,,940,,,,,,,,,,,,,,,,,
1979-01-12T08:00:00,137.1,13.8,强台风(STY),14,45,,,945,,,,,,,,,,,,,,,,,
1979-01-12T14:00:00,136.8,14.2,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1979-01-12T20:00:00,136.6,14.6,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1979-01-13T02:00:00,136.6,15.1,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,,
1979-01-13T08:00:00,136.8,15.5,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1979-01-13T14:00:00,136.9,15.9,台风(TY),12,35,,,980,,,,,,,,,,,,,,,,,
1979-01-13T20:00:00,137.1,16.1,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1979-01-14T02:00:00,137.5,16.5,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1979-01-14T08:00:00,137.0,17.0,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1979-01-14T14:00:00,135.8,16.8,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1979-01-14T20:00:00,135.1,17.0,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1979-01-15T02:00:00,134.3,17.3,热带低压(TD),7,15,,,994,,,,,,,,,,,,,,,,,
1979-01-15T08:00:00,133.3,17.3,热带低压(TD),6,12,,,998,,,,,,,,,,,,,,,,,
1979-01-15T14:00:00,132.3,17.2,,5,10,,,998,,,,,,,,,,,,,,,,,
